Buckeridge Group of Companies	['Buckeridge Group of Companies', 'Buckeridge group of companies']
Buddy's Pizza	["Buddy's Pizza", "Buddy's Rendezvous"]
Buenaventura Press	['Buenaventura Press', 'Alvin Buenaventura']
Buffalo Games	['Buffalo Games', 'Buffalo Games (Inc)']
Buffalo Wings & Rings	['Buffalo Wings & Rings', 'Buffalo wings and rings', 'Philip schram', 'Buffalo Wings and Rings']
Buffet Crampon	['Buffet Crampon', 'Buffet-Crampon', 'Buffet crampon', 'Buffet Crampon et Compagnie', 'Buffet Group']
Bühler Motor	['B\xc3\xbchler Motor', 'Buhler Motor']
Buick	['Buick', 'Buicks', 'Buik', 'Buick Motor Company', 'Buick Engine', 'Four-holer', 'Four holer', 'Ventiport', 'Buick Motor Division']
Bulgarian Dreams	['Bulgarian Dreams', 'Bolgarskie Mechty', 'Go Visit Bulgaria']
Bundesdruckerei	['Bundesdruckerei', 'Reichsdruckerei']
Bundesimmobiliengesellschaft	['Bundesimmobiliengesellschaft', 'BIG Entwicklungs-Und Verwertungs GMB', 'BIG Finanzdienstleistungen GMBH', 'Bundes Immobilien Gesellschaft', 'Bundes immobilien gesellschaft', 'Bundesimmobiliengesellschaft m.b.H']
Bunge Limited	['Bunge Limited', 'Bunge (grain)', 'Bunge International', 'Diester Industrie', 'Novaol', 'Central Soya', 'Cereol', 'Bunge ltd', 'Bunge ltd.']
Bus Queensland Toowoomba	['Bus Queensland Toowoomba', 'Garden City Sunbus']
Bus Vannin	['Bus Vannin', 'Ise of Man bus services', 'Isle of Man bus services']
BusJunction	['BusJunction', 'Busjunction']
Busways Travel Services	['Busways Travel Services', 'Busways Travel Services Ltd.']
Butler, Shine, Stern & Partners	['Butler, Shine, Stern & Partners', 'Bssp', 'Butler, Shine, Stern, and Partners', 'Butler, Shine, Stern and Partners', 'Butler, shine, stern + partners', 'Butler, shine stern partners', 'Butler shine stern and partners']
Buyers Laboratory Inc	['Buyers Laboratory Inc', "Buyer's Laboratory", 'Buyers laboratory']
BuySellAds.com	['BuySellAds.com', 'BuySellAds']
BuzzFeed	['BuzzFeed', 'Buzzfeed', 'Buzzfeed.com', 'Buzz Feed', 'Buzzfeed News', 'BuzzFeed News', 'Matt Bellassai', 'Buzzfeed Canada']
C. F. Møller Architects	['C. F. M\xc3\xb8ller Architects', 'Arkitektfirmaet C. F. Moller', 'Arkitektfirmaet C.F. M\xc3\xb8ller', 'Arkitektfirmaet C. F. M\xc3\xb8ller', 'C.F. M\xc3\xb8ller Architects', 'C. F. Moller Architects', 'C.F. M\xc3\xb8llers Tegnestue']
C. Krishniah Chetty & Sons	['C. Krishniah Chetty & Sons', 'C.Krishniah Chetty & Sons']
C. V. Raman College of Engineering, Bhubaneshwar	['C. V. Raman College of Engineering, Bhubaneshwar', 'CVRCE Bhubaneshwar']
Cabovisão	['Cabovis\xc3\xa3o', 'Cabovisao']
Cadbury	['Cadbury', 'Cadbury Schweppes Pty Ltd', 'Cadbury.com', 'Cadbury Global', 'Cadburyschweppes.com', "Cadbury's", 'Cadburys', 'Cadbury Schweppes plc', 'Cadbury Brothers', 'Cadbury Schweppes', 'Cadbury UK', 'Cadbury Adams', 'Thomas Adams Gum Company', 'Trebor Bassett', 'Cadbury plc', 'Cadbury Trebor Bassett', 'Cadbury-Schweppes plc', 'Cadbury-Schweppes', 'Trebor Basset', 'Fruity Babies', 'Spring valley juice', 'Trebors', 'Cinn*a*Burst', 'Fruitsation', "Cadbury's (Brand of yummy chocolate)", 'Cadbury Plc', 'Spring Valley Juice', 'Cadbury Railway and Wharf', 'Cadbury New Zealand', 'List of Cadbury NZ products', 'Cadbury India', 'Adams Confectionery']
Caja Madrid	['Caja Madrid', 'Caja de Ahorros y Monte de Piedad de Madrid', 'CAJA DE AHORROS Y MONTE DE PIEDAD DE MADRID']
Cake Network	['Cake Network', 'Cake Poker Network', 'Cake Poker']
Calabrian wine	['Calabrian wine', 'Cir\xc3\xb2 (wine)', 'Melissa (wine)', "Sant'Anna di Isola Capo Rizzuto rosso o rosato", 'Arghilla (IGT)', 'Arghilla (wine)', 'Arghilla IGT', 'Arghilla wine', 'Arghill\xc3\xa0 (IGT)', 'Arghill\xc3\xa0 (wine)', 'Arghill\xc3\xa0 IGT', 'Arghill\xc3\xa0 wine', 'Bianco DOC', 'Bivongi (DOC)', 'Bivongi (wine)', 'Bivongi DOC', 'Bivongi bianco', 'Bivongi novello', 'Bivongi rosato', 'Bivongi rosso', 'Bivongi rosso riserva', 'Bivongi wine', 'Calabria (IGT)', 'Calabria (wine)', 'Calabria IGT', 'Calabria wine', 'Ciro (DOC)', 'Ciro (wine)', 'Ciro DOC', 'Ciro wine', 'Cir\xc3\xb2 (DOC)', 'Cir\xc3\xb2 DOC', 'Cir\xc3\xb2 bianco', 'Cir\xc3\xb2 rosato', 'Cir\xc3\xb2 rosso', 'Cir\xc3\xb2 wine', 'Condoleo (IGT)', 'Condoleo (wine)', 'Condoleo IGT', 'Condoleo wine', 'Costa Viola (IGT)', 'Costa Viola (wine)', 'Costa Viola IGT', 'Costa Viola wine', 'DOC Bianco', 'DOC Bivongi', 'DOC Ciro', 'DOC Cir\xc3\xb2', 'DOC Donnici', 'DOC Greco di Bianco', 'DOC Lamezia', 'DOC Melissa', 'DOC Pollino', 'DOC San Vito di Luzzi', 'DOC Savuto', 'DOC Scavigna', 'DOC Verbicaro', 'Donnici (DOC)', 'Donnici (wine)', 'Donnici DOC', 'Donnici bianco', 'Donnici rosato', 'Donnici rosso', 'Donnici rosso novello', 'Donnici rosso riserva', 'Donnici wine', 'Esaro (IGT)', 'Esaro (wine)', 'Esaro IGT', 'Esaro wine', 'Greco di Bianco', 'Greco di Bianco (DOC)', 'Greco di Bianco (wine)', 'Greco di Bianco DOC', 'Greco di Bianco wine', 'IGT Arghilla', 'IGT Arghill\xc3\xa0', 'IGT Calabria', 'IGT Condoleo', 'IGT Costa Viola', 'IGT Esaro', 'IGT Lipuda', 'IGT Locride', 'IGT Palizzi', 'IGT Pellaro', 'IGT Scilla', 'IGT Val di Neto', 'IGT Valdamato', 'IGT Valle del Crati', 'Lamezia (DOC)', 'Lamezia (wine)', 'Lamezia DOC', 'Lamezia Greco', 'Lamezia bianco', 'Lamezia novello', 'Lamezia rosato', 'Lamezia rosso', 'Lamezia rosso riserva', 'Lamezia wine', 'Lipuda (IGT)', 'Lipuda (wine)', 'Lipuda IGT', 'Lipuda wine', 'Locride (IGT)', 'Locride (wine)', 'Locride IGT', 'Locride wine', 'Melissa (DOC)', 'Melissa DOC', 'Melissa bianco', 'Melissa rosso', 'Melissa rosso riserva', 'Melissa wine', 'Palizzi (IGT)', 'Palizzi (wine)', 'Palizzi IGT', 'Palizzi wine', 'Pellaro (IGT)', 'Pellaro (wine)', 'Pellaro IGT', 'Pellaro wine', 'Pollino (DOC)', 'Pollino (wine)', 'Pollino DOC', 'Pollino rosso', 'Pollino rosso superiore', 'Pollino wine', 'San Vito di Luzzi (DOC)', 'San Vito di Luzzi (wine)', 'San Vito di Luzzi DOC', 'San Vito di Luzzi bianco', 'San Vito di Luzzi rosato', 'San Vito di Luzzi rosso', 'San Vito di Luzzi wine', 'Savuto (DOC)', 'Savuto (wine)', 'Savuto DOC', 'Savuto superiore', 'Savuto wine', 'Scavigna (DOC)', 'Scavigna (wine)', 'Scavigna DOC', 'Scavigna bianco', 'Scavigna rosato', 'Scavigna rosso', 'Scavigna wine', 'Scilla (IGT)', 'Scilla (wine)', 'Scilla IGT', 'Scilla wine', 'Val di Neto (IGT)', 'Val di Neto (wine)', 'Val di Neto IGT', 'Val di Neto wine', 'Valdamato (IGT)', 'Valdamato (wine)', 'Valdamato IGT', 'Valdamato wine', 'Valdamto IGT', 'Valle del Crati (IGT)', 'Valle del Crati (wine)', 'Valle del Crati IGT', 'Valle del Crati wine', 'Verbicaro (DOC)', 'Verbicaro (wine)', 'Verbicaro DOC', 'Verbicaro bianco', 'Verbicaro rosato', 'Verbicaro rosso', 'Verbicaro rosso riserva', 'Verbicaro wine', 'Wines of Calabria', "Sant'Anna di Isola Capo Rizzuto DOC"]
Caleres	['Caleres', 'Buster Brown & Company', 'Brown Shoe Co.', 'The Buster Brown Shoe Co.', 'Brown Shoe', 'Brown Shoe, Co.', 'Brown Shoe Company, Inc.', 'Brown Shoe Company Inc.', 'Brown Shoe Company', 'Naturalizer', 'Brown Shoe Closet', 'F.X. LaSalle', 'FX LaSalle', 'Sam Edelman', 'Via Spiga', 'LifeStride']
California Burrito Co.	['California Burrito Co.', 'Jordan Metzner']
Caliper Corporation	['Caliper Corporation', 'TransCAD for the Web', 'TransCAD']
Caliper Life Sciences	['Caliper Life Sciences', 'Caliper life sciences']
Calkain Companies	['Calkain Companies', 'Jonathan Hipp', 'Jonathan W. Hipp', 'Calkain', 'Calkain Comapnies, Inc.', 'Calkain Companies, Inc.']
Callison	['Callison', 'Callison Architecture', 'Callison architects']
Calmar ratio	['Calmar ratio', 'Calmar Ratio']
Camaïeu (company)	['Cama\xc3\xafeu (company)', 'Camaieu (company)']
Cambodia Angkor Air	['Cambodia Angkor Air', 'Angkor Air']
Cambridge Who's Who	["Cambridge Who's Who", "Cambridge who's who", 'Cambridge Whos Who']
Camfil	['Camfil', 'Camfil Farr', 'Camfil Farr Group']
CAMIVA	['CAMIVA', 'Camiva']
Camnet Internet Service	['Camnet Internet Service', 'CamNet', 'Camnet']
Camorra	['Camorra', 'Neapolitan mafia', 'Naples Mafia', 'Comorra', 'Naples mafia']
Campus Studios	['Campus Studios', 'Campus studios']
Canadian Junior Golf Association	['Canadian Junior Golf Association', 'CJGA']
CanalSat Calédonie	['CanalSat Cal\xc3\xa9donie', 'CanalSat Caledonie']
Canard-Duchêne	['Canard-Duch\xc3\xaane', 'Canard Duchene', 'Canard-Dichene', 'Canard-Duchene']
CandyRat Records	['CandyRat Records', 'Candyrat Records', 'Candyrat records']
Canpotex	['Canpotex', 'PTEX']
Cantus Verkehrsgesellschaft	['Cantus Verkehrsgesellschaft', 'Cantus Verkehrsgesellschaft mbH']
Canyon Bicycles	['Canyon Bicycles', 'Canyon bicycles']
Cape Ann Transportation Authority	['Cape Ann Transportation Authority', 'Ipswich Essex Explorer']
Capital Power Corporation	['Capital Power Corporation', 'Capital power', 'Capital power corporation', 'Capital Power']
Capper Pass and Son	['Capper Pass and Son', 'Capper Pass, Melton', 'Capper Pass']
Captivate Network	['Captivate Network', 'Captivate network']
Capvis	['Capvis', 'Capvis Equity Partners', 'SBC Equity Partners']
CAQH	['CAQH', 'Council for Affordable Quality Healthcare']
Carbon Motors Corporation	['Carbon Motors Corporation', 'Carbon Motors Corporation E7', 'Carbon E7', 'Carbon Motors E7', 'Carbon Motors', 'E7 (car)']
Carbon Sciences	['Carbon Sciences', 'Carbon Sciences, Inc.']
Cardiff School of Sport	['Cardiff School of Sport', 'Cardiff school of sport']
CardRunners	['CardRunners', 'Card Runners']
Cargills (Ceylon) PLC	['Cargills (Ceylon) PLC', 'Cargills Ceylon PLC', 'Cargills (Ceylon)']
Cargoair	['Cargoair', 'Cargo Air']
Caribbean Cinemas	['Caribbean Cinemas', 'Carribbean Cinemas']
Caroline County Sheriff's Office	["Caroline County Sheriff's Office", 'Caroline County Sheriff\xe2\x80\x99s Office (Virginia)', "Caroline County Sheriff's Office (Virginia)"]
Carpenter Technology Corporation	['Carpenter Technology Corporation', 'Carpenter Technology', 'Carpenter Technology Corp', 'Carpenter Technology Corp.']
Casablanca Fan Company	['Casablanca Fan Company', 'Casablanca Fan', 'Casablanca Fan Co', 'Casablanca Fan Co.']
Cash's	["Cash's", "Cash's Topshops", 'J. J. Cash Limited', 'J. J. Cash Ltd', 'J. J. Cash Ltd.', 'J J Cash Limited', 'J J Cash Ltd', 'J J Cash Ltd.', 'Joseph Cash', 'Kingfield, Coventry']
Cash4Gold	['Cash4Gold', 'C4g', 'Cash4Gold.com', 'Cash 4 Gold', 'Cashforgold', 'Cashforgold.com', 'Cash For Gold', 'Cash for Gold']
Cashmaster International Ltd	['Cashmaster International Ltd', 'Cashmaster']
Caspian American Telecom	['Caspian American Telecom', 'CATEL']
Caterham Racing	['Caterham Racing', 'Racing Caterham', 'Racing Caterhams', 'CATERHAM SUPERLIGHT R500']
Cavender's	["Cavender's", 'Cavenders']
CBI Laboratories	['CBI Laboratories', 'Cbi labortories', 'Cbi Laboratories']
CBS Films	['CBS Films', 'CBS films', 'Inside the Machine', 'Inside the Machine (2014 film)', 'Inside the Machine (film)']
CECT	['CECT', 'Hiphone', 'CECT(mobile phone brand)', 'CECT (iPhone Copies)', 'CECT (mobile phone brand)']
Cegelec	['Cegelec', 'Cegelec Projects']
Celeste (frozen pizza)	['Celeste (frozen pizza)', "Mama Celeste's", 'Mama Celeste']
Celestino	['Celestino', 'Sergio Guadarrama']
Celio (retailer)	['Celio (retailer)', 'Celio (clothing)', 'Celio*']
Celulosa Arauco y Constitución	['Celulosa Arauco y Constituci\xc3\xb3n', 'Celulosa Arauco y Constitucion', 'CELCO', 'Celulosa Arauco', 'Celulosa Arauco y Constitucion SA.']
Center for Intercultural Dialogue and Translation	['Center for Intercultural Dialogue and Translation', 'Center for intercultural dialogue and translation']
Center for International Business Education and Research	['Center for International Business Education and Research', 'Center for international business education and research']
Central Fraser Valley Transit System	['Central Fraser Valley Transit System', 'Central Fraser Valley Transit', 'ValleyMAX']
Centre for Development of Imaging Technology	['Centre for Development of Imaging Technology', 'C-DIT', 'CDIT']
Centre for the Study of Developing Societies	['Centre for the Study of Developing Societies', 'Centre for the study of developing societies', 'Sarai CSDS', 'CSDS', 'Sarai Reader']
Centro de Estudios Científicos	['Centro de Estudios Cient\xc3\xadficos', 'Centro de Estudios Cientificos']
Centrotherm Photovoltaics	['Centrotherm Photovoltaics', 'Centrotherm photovoltaics AG', 'Centrotherm photovoltaics']
Century Time Gems	['Century Time Gems', 'Century Time Gems Ltd']
CenturyLink	['CenturyLink', 'Qwest Communications Company, LLC', 'Qwest Communications Intl Inc.', 'Qwest Communications Corporation', 'Qwest Communications International Incorporated', 'Qwest Communications Int', 'CenturyTel Internet Holdings, Inc.', 'Century Link', 'Century Tel', 'Century Telephone', 'Qwest Communications International', 'CenturyTel', 'CenturyTel, Inc.', 'Qwest Broadband Services', 'CenturyTel Inc', 'Centurytel.net', 'Qwest.net', 'Centurylink Inc', 'Qwest Communications Company', 'Centurylink', 'CenturyLink, Inc.', 'CenturyLink Inc']
CERTPOINT Systems	['CERTPOINT Systems', 'CERTPOINT Systems Inc.']
Cevital	['Cevital', 'CEVITAL', 'CEVITAL spa', 'Cevital spa']
Chabahar Airlines	['Chabahar Airlines', 'Chabahar (airline)']
Chamberlain John Deere	['Chamberlain John Deere', 'Chamberlain Tractor']
Champagne	['Champagne', 'Blanc de Noirs', 'Champagnes (wine)', 'Champagne (beverage)', 'Brut champagne', 'Blanc de blanc', 'Blanc de blancs', 'Blanc de noir', 'French Champagne', 'Methode Champagnoise', 'Giggle water', 'Blanc de noirs', 'Prestige cuv\xc3\xa9e', 'Champagne (wine)', 'Pink Champagne (wine)', 'Champagne Blues', 'Champagne Classic', 'Champagne wine', 'Grandes marques', 'Ros\xc3\xa9 champagne', 'Champagne bottles', '\xf0\x9f\x8d\xbe', 'Champagne bottle']
Chandler family	['Chandler family', 'The Chandler Family']
Channel Awesome	['Channel Awesome', 'Chester A. Bum', 'MasakoX', 'Atop the Fourth Wall', 'Demo Reel (Series)', 'Benzaie', 'Team 4 Star', 'Tgwtg', '5 second movies', 'AT4W', 'Allison Pregler', 'Atop the 4th Wall', 'Bad Movie Beatdown', 'Benjamin Daniel', 'Bennett White', 'Chad Rocco', 'Chris Larios', 'Dena Natali', 'Eric Power', 'Happy Harry', 'Jason Pullara', 'Julien Diaz', 'Justin Carmical', 'Justin Carmichael', 'Justin Carmichal', 'Kaylyn Dicksion', 'Krissy Diggs', 'Lanipator', 'Lawrence Simpson', 'Lee Davidge', 'Lewis Lovhaug', 'Lindsay Briggs', 'Lindsay Ellis', 'Lindsey Briggs', 'Little Miss Gamer', 'Luke Mochrie', 'Mathew Buck', 'Matthew Buck', 'Michael Schiciano', 'Mike Jeavons', 'Nick Landis', 'Nikolas Freeman', 'Patrick Burden', 'Phelan Porteous', 'Rooney Enterprises', 'Todd Nathanson', 'William DuFresne', 'Y Ruler of Time', 'You Can Play This', 'AngryJoe', 'Bennett The Sage', 'Blistered Thumbs', 'CR!', 'Coldguy', 'EricPowerup', 'Film Brain', 'Film Conscience', 'Inked Reality', 'JesuOtaku', 'JewWario', 'Kung Tai Ted', 'Lee and Z Show', 'LordKaT', 'MarzGurl', 'Nerd to the 3rd Power', 'Nostalgia Chick', 'Obscurus Lupa', 'Paw Dugan', 'Phelous', 'Rollo T', 'Scam Police', 'Spine Breakers', 'That Chick with the Goggles', 'That Dude in the Suede', 'The Distressed Watcher', 'The Game Heroes', 'The Sad Panda', 'This Week in Games', 'Todd in the Shadows', 'Transmission Awesome', 'Ze Sad Panda', 'That Guy With the Glasses', 'Mike Michaud (executive)', 'ThatGuyWithTheGlasses', 'Douglas Darien Walker', 'TGWTG', 'That Guy With The Glasses', 'Bhargav Dronamraju', 'Mike Ellis (executive)', 'Kickassia', 'Linksano', 'Ask That Guy With the Glasses', 'Blockbuster Buster', 'Brows held high', 'Kyle Kallgren', 'Oancitizen', 'Phelous & the Movies', 'Some Jerk with a Camera', "Todd's Pop Song Reviews", 'List of Channel Awesome Shows', 'Angry Joe', 'Dark Maze Studios', 'Distressed Watcher', 'Eric Powerup', 'Game Heroes', 'Hope Within Chaos', 'Master Bate', 'Nerd to the Third Power', 'Team TGWTG', 'ThatChickWithTheGoggles', 'ThatJewishGuy', 'That Jewish Guy', 'ToddInTheShadows', 'Sean Fausz', 'To Boldly Flee', 'Until We Win', 'AngryJoe Show', 'Angry Joe Show', 'Todd In The Shadows', 'Atop The Fourth Wall', 'Diamanda Hagan', 'Linkara', 'Demo Reel (series)', 'Demo Reel (webseries)', 'List of The Nostalgia Chick episodes', 'The Nostalgia Chick', 'Chez Apocalypse']
Channel Islands Co-operative Society	['Channel Islands Co-operative Society', 'Channel Islands Co-op', 'Channel Islands Co-operative']
Chantelle (lingerie)	['Chantelle (lingerie)', 'Chantelle (underwear)']
Chaos! Comics	['Chaos! Comics', 'Chaos!Comics', 'Chaos!comics', 'ChaosComics', 'Chaoscomics', 'Doomsday Heavy Metal Band', 'Doomsday (band)', 'Chaos! comics', 'Chaos Comics', 'Chaos comics']
Charles & Colvard	['Charles & Colvard', 'Charles & Colvard, Ltd.', 'Charles and Colvard']
Charles K. Landis	['Charles K. Landis', 'Charles Kline Landis']
Charles Shaw wine	['Charles Shaw wine', 'Charles Shaw Winery', 'Three buck chuck', 'Charles shaw wine', 'Two buck Chuck', '2 buck Chuck', 'Two Buck Chuck', 'Four-buck chuck', 'Four buck chuck', 'Three-buck chuck', '2 buck chuck', '3 buck chuck', '4 buck chuck', 'Two-buck chuck', 'Two buck chuck', 'Charles Shaw (wine)']
Château de Fonbel	['Ch\xc3\xa2teau de Fonbel', 'Chateau de fonbel', 'Chateau de Fonbel']
Château La Mission Haut-Brion	['Ch\xc3\xa2teau La Mission Haut-Brion', 'Ch\xc3\xa2teau la Mission Haut-Brion', 'Chateau La Mission Haut-Brion', 'Chateau la mission haut brion', 'La mission haut-brion', 'La mission haut brion', 'Mission haut-brion', 'Mission haut brion', 'Chateau la Mission Haut-Brion', 'La Mission (wine)', 'La Mission Haut-Brion']
Château Laville Haut-Brion	['Ch\xc3\xa2teau Laville Haut-Brion', 'Ch\xc3\xa2teau Laville Haut Brion', 'Chateau Laville Haut-Brion', 'Chateau Laville Haut Brion']
Chautauqua Airlines	['Chautauqua Airlines', 'CHQ', 'Chataqua Airlines', 'Chautauqua Airlines, Inc.', 'Chatauqua Airlines', 'Chautauqua (airline)']
Chef (company)	['Chef (company)', 'Opscode']
Chelgate	['Chelgate', 'Terence Fane-Saunders']
Chelsea Opera	['Chelsea Opera', 'Chelsea Opera Company']
Cheltenham Science Festival	['Cheltenham Science Festival', 'NESTA Famelab', 'FameLab', 'Famelab']
Chemical Financial Corporation	['Chemical Financial Corporation', 'Chemical Bank (Michigan)', 'Chemical Financial Corp.', 'CHEMICAL FINANCIAL CORPORATION']
Chemistry Central	['Chemistry Central', 'Chemistry Central Journal']
Cherry Red Airline	['Cherry Red Airline', 'Cherry Red Airline Limited']
Chevron Richmond Refinery	['Chevron Richmond Refinery', 'Chevron Richmond refinery', 'Richmond Refinery', 'Richmond Chevron Refinery']
CHI Health	['CHI Health', 'Alegent health', 'Alegent', 'Alegent Health', 'Alegent Creighton Health', 'Alegent Health System']
Chicago Growth Partners	['Chicago Growth Partners', 'Chicago Growth Capital', 'William Blair Capital', 'William Blair Capital Partners']
Chicken Wings (comic)	['Chicken Wings (comic)', 'Chicken Wings (Comic)']
Chih-Wei Huang	['Chih-Wei Huang', 'Cwhuang']
Children's Advertising Review Unit	["Children's Advertising Review Unit", "Children's Advertising Review Unit (CARU)", 'CARU']
Chilltime	['Chilltime', 'Chilltime.com']
China Banknote Printing and Minting Corporation	['China Banknote Printing and Minting Corporation', 'China banknote printing and minting corporation', 'Zh\xc5\x8dnggu\xc3\xb3 Y\xc3\xacnji\xc3\xa0n Ch\xc4\x81oz\xc3\xa0o B\xc3\xacz\xc7\x92ng G\xc5\x8dngs\xc4\xab', 'CBPMC', 'China Banknote Printing and Minting', 'Zh\xc5\x8dnggu\xc3\xb3 Y\xc3\xacnji\xc3\xa0n Ch\xc4\x81o Z\xc3\xa0o B\xc3\xac Z\xc7\x92ng G\xc5\x8dngs\xc4\xab', '\xe4\xb8\xad\xe5\x9b\xbd\xe5\x8d\xb0\xe9\x92\x9e\xe9\x80\xa0\xe5\xb8\x81\xe6\x80\xbb\xe5\x85\xac\xe5\x8f\xb8']
China Civil Engineering Construction Corporation	['China Civil Engineering Construction Corporation', 'CCECC', 'China Civil Engineering Construction']
China Dongxiang	['China Dongxiang', 'China Dongxiang (Group) Company', 'China Dongxiang (Group) Company Limited']
China Financial Futures Exchange	['China Financial Futures Exchange', 'CFFEX']
China Gold International Resources	['China Gold International Resources', 'Jinshan Gold', 'Jinshan Gold Mines Inc.', 'Jinshan Gold Mines', 'Jinshan Gold Mines Inc', 'China Gold International Resources Corp. Ltd.']
China Green Agriculture	['China Green Agriculture', 'China Green Agriculture Inc', 'China Green Agriculture Inc.', 'China Green Agriculture, Inc.']
China International Capital Corp	['China International Capital Corp', 'China International Capital Corporation Limited', 'China International Capital Corporation']
China Merchants Property	['China Merchants Property', 'China Merchants Property Development Co', 'China Merchants Property Development', 'China Merchants Property Development Company', 'China Merchants Property Development Company Limited', 'China Merchants Property Development Co. Ltd.']
China Metallurgical Group Corporation	['China Metallurgical Group Corporation', 'China Metallurgical Corporation', 'China Metallurgical Corporation Limited', 'China Metallurgical Group', 'China Metallurgical Construction Corp', 'China Metallurgical Construction Corporation', 'China Metallurgical Corp']
China Mobile Hong Kong Company Limited	['China Mobile Hong Kong Company Limited', 'China Mobile Hong Kong', 'China Mobile Hong Kong Company', 'China Mobile Peoples Telephone', 'China Mobile Peoples Telephone Company Limited', 'China Resources Peoples Telephone Company Limited', 'Peoples Telephone', 'CMHK']
China Resources Vanguard	['China Resources Vanguard', 'China Resources Vanguard Shop', 'CR Supermarket', 'CR Vanguard', 'CR Vanguard Shop', 'China Resources Supermarket', 'China Resources Vanguard Company Limited', 'Better Living Together (BLT)', '\xe5\x8d\x8e\xe6\xb6\xa6\xe4\xb8\x87\xe5\xae\xb6\xe8\xb6\x85\xe7\xba\xa7\xe5\xb8\x82\xe5\x9c\xba\xe6\x9c\x89\xe9\x99\x90\xe5\x85\xac\xe5\x8f\xb8', 'China Resources Vanguard Co., Ltd.']
China Shenhua Energy Company	['China Shenhua Energy Company', 'China Shenhua Energy Co.', 'China Shenhua', 'Shenhua Energy', 'Shenhua Energy Company']
China South Industries Group	['China South Industries Group', 'CSGC', 'China South Industries Group Corporation']
China Water Affairs Group	['China Water Affairs Group', 'China Water Affairs Group Ltd', 'Cedar Base Electronic', 'Cedar Base Electronic (Group) Limited', 'China Silver Dragon', 'China Silver Dragon Group', 'China Silver Dragon Group Limited', 'China Water Affairs', 'China Water Affairs Group Limited']
Ching's Secret	["Ching's Secret", 'Chingssecret', "Chings's Secret"]
Chiquito (restaurant)	['Chiquito (restaurant)', 'Chiquito (Restaurant)']
Chomp (chocolate bar)	['Chomp (chocolate bar)', 'Cadbury Chomp']
Chomp (search engine)	['Chomp (search engine)', 'Chomp (Application)']
Christchurch City Holdings	['Christchurch City Holdings', 'Christchurch City Holdings Ltd', 'City Care']
Christie's International Real Estate	["Christie's International Real Estate", "Christie's Great Estates"]
Christopher & Banks	['Christopher & Banks', "Braun's Fashions", 'CJ Banks', 'Christopher & Banks Corporation', 'Brauns']
Christopherson Business Travel	['Christopherson Business Travel', 'Christopherson business travel']
Chromatics (graphics)	['Chromatics (graphics)', 'Chromatics (manufacturer)']
Chromocell	['Chromocell', 'Chromocell Corporation']
Church Historian's Press	["Church Historian's Press", 'Church Historian\xe2\x80\x99s Press', "The Church Historian's Press"]
Ciba Specialty Chemicals	['Ciba Specialty Chemicals', 'Ciba Pharmaceutical Products', 'Ciba Holding', 'Ciba Specialty Chemicals Holding, Inc.']
Cielo S.A.	['Cielo S.A.', 'Cielo SA', 'Visanet']
Cignal	['Cignal', 'Cignal Digital TV']
Cimatron	['Cimatron', 'Cimatron, Limited']
CIMB Niaga	['CIMB Niaga', 'Lippo Banking Group', 'Bank Lippo', 'Bank CIMB Niaga', 'Bank cimb niaga']
Ciments français	['Ciments fran\xc3\xa7ais', 'Ciments Fran\xc3\xa7ais', 'Ciments francais']
Ciné-Asie	['Cin\xc3\xa9-Asie', 'Cine-Asie']
Cinema City & Films Co.	['Cinema City & Films Co.', 'Cinema City Film Co. Ltd.']
Cinex Asia	['Cinex Asia', 'Cinex asia']
Circuit Media	['Circuit Media', 'Circuit Media LLC']
CitationAir	['CitationAir', 'CitationAir by Cessna', 'CitationShares']
CITIC Guoan	['CITIC Guoan', 'CITIC Guoan Information Industry Company', 'CITIC Guoan Information Industry Company Limited', 'CITIC Guoan Information Industry', "Citic Guo'an"]
CITIC Offshore Helicopter	['CITIC Offshore Helicopter', 'CITIC Offshore Helicopter Co', 'CITIC Offshore Helicopter Co., Ltd.', 'COHC']
Citistore	['Citistore', 'Citistore (Hong Kong)', 'Citistore (Hong Kong) Limited']
Citroën	['Citro\xc3\xabn', 'Automobiles Citroen', 'Automobiles Citro\xc3\xabn', 'Citro\xc3\xabn Re-Volt', 'Citroen', 'Citroen DS Inside', 'Moduboard', 'Citreon', 'DS car marque', 'Citro\xc3\xabn R\xc3\xa9volte', 'Citr\xc3\xb6en', 'Citro\xc3\xabn D5', 'Citro\xc3\xabn DS High Rider', 'Citro\xc3\xabn DS2', 'Citroeen']
City Network	['City Network', 'Citynetwork']
City Pacific	['City Pacific', 'City Pacific Finance', 'City Pacific Group']
CityGo	['CityGo', 'CityGo (Salina)', 'NCK Express']
Civil and Electrical Projects Contracting Company	['Civil and Electrical Projects Contracting Company', 'Cepco']
Civil Aviation Authority of Uganda	['Civil Aviation Authority of Uganda', 'Civil aviation authority of uganda', 'CAA Uganda', 'Civil Aviation Authority, Uganda', 'Uganda Civil Aviation Authority', 'Civil Aviation Authority (Uganda)']
CK Life Sciences	['CK Life Sciences', 'Cheung Kong Life Sciences', 'CK Life Sciences International (Holdings)', 'CK Life Sciences International (Holdings) Inc.']
Clair Global	['Clair Global', 'Clair Brothers (Audio)', 'Clair Brothers']
Clark Brands	['Clark Brands', "Clark's Super Gas", 'Clark Oil', 'Clark Super Gas']
